% Program : PPPBox
% Positioning Mode : static
% Year   Doy      Second        Lat(deg)        Lon(deg)     Height(m)    ZTD(m)  nSat   GDOP    PDOP
2015      19    5640.000    44.519958912    11.646817766       49.9825    2.3742    5  3.1971  2.8098
2015      19    5670.000    44.519958911    11.646817770       49.9826    2.3740    5  3.1941  2.8063
2015      19    5700.000    44.519958912    11.646817770       49.9827    2.3739    5  3.1908  2.8025
2015      19    5730.000    44.519958912    11.646817766       49.9825    2.3741    5  3.1872  2.7986
2015      19    5760.000    44.519958913    11.646817759       49.9825    2.3737    5  3.1834  2.7944
2015      19    5790.000    44.519958914    11.646817746       49.9821    2.3735    5  3.1794  2.7901
2015      19    5820.000    44.519958914    11.646817734       49.9816    2.3734    5  3.1751  2.7856
2015      19    5850.000    44.519958916    11.646817729       49.9814    2.3731    5  3.1706  2.7808
2015      19    5880.000    44.519958917    11.646817724       49.9812    2.3733    5  3.1658  2.7760
2015      19    5910.000    44.519958915    11.646817730       49.9816    2.3728    5  3.1609  2.7709
2015      19    5940.000    44.519958916    11.646817726       49.9816    2.3727    5  3.1558  2.7657
2015      19    5970.000    44.519958917    11.646817724       49.9813    2.3729    5  3.1504  2.7603
2015      19    6000.000    44.519958919    11.646817716       49.9806    2.3737    5  3.1449  2.7549
2015      19    6030.000    44.519958920    11.646817716       49.9806    2.3741    5  3.1393  2.7492
2015      19    6060.000    44.519958921    11.646817717       49.9806    2.3744    5  3.1334  2.7435
2015      19    6090.000    44.519958921    11.646817718       49.9806    2.3744    5  3.1275  2.7376
2015      19    6120.000    44.519958924    11.646817715       49.9802    2.3745    6  2.0948  1.8898
2015      19    6150.000    44.519958923    11.646817716       49.9802    2.3746    6  2.1005  1.8943
2015      19    6180.000    44.519958924    11.646817718       49.9805    2.3738    6  2.1063  1.8989
2015      19    6210.000    44.519958922    11.646817719       49.9807    2.3735    6  2.1121  1.9034
2015      19    6240.000    44.519958924    11.646817707       49.9801    2.3729    6  2.1179  1.9080
2015      19    6270.000    44.519958923    11.646817714       49.9806    2.3716    6  2.1237  1.9126
2015      19    6300.000    44.519958922    11.646817716       49.9807    2.3710    6  2.1296  1.9171
2015      19    6330.000    44.519958924    11.646817705       49.9801    2.3705    6  2.1354  1.9217
2015      19    6360.000    44.519958924    11.646817703       49.9798    2.3699    6  2.1413  1.9263
2015      19    6390.000    44.519958923    11.646817704       49.9798    2.3699    5  3.0612  2.6745
2015      19    6420.000    44.519958923    11.646817704       49.9799    2.3700    5  3.0541  2.6679
2015      19    6450.000    44.519958925    11.646817698       49.9796    2.3696    6  2.1590  1.9402
2015      19    6480.000    44.519958924    11.646817699       49.9797    2.3702    6  2.1650  1.9448
2015      19    6510.000    44.519958927    11.646817695       49.9794    2.3698    6  2.1709  1.9495
2015      19    6540.000    44.519958929    11.646817690       49.9791    2.3701    6  2.1768  1.9541
2015      19    6570.000    44.519958929    11.646817691       49.9794    2.3703    7  1.8520  1.7039
2015      19    6600.000    44.519958929    11.646817695       49.9798    2.3705    7  1.8540  1.7054
2015      19    6630.000    44.519958931    11.646817701       49.9800    2.3709    7  1.8560  1.7069
2015      19    6660.000    44.519958933    11.646817698       49.9800    2.3701    7  1.8580  1.7084
2015      19    6690.000    44.519958930    11.646817712       49.9810    2.3705    7  1.8599  1.7099
2015      19    6720.000    44.519958930    11.646817722       49.9818    2.3700    7  1.8618  1.7113
2015      19    6750.000    44.519958929    11.646817732       49.9826    2.3701    7  1.8637  1.7127
2015      19    6780.000    44.519958929    11.646817735       49.9829    2.3694    7  1.8655  1.7140
2015      19    6810.000    44.519958923    11.646817758       49.9848    2.3693    7  1.8673  1.7153
2015      19    6840.000    44.519958921    11.646817775       49.9861    2.3684    6  2.2360  2.0003
2015      19    6870.000    44.519958920    11.646817777       49.9866    2.3672    6  2.2418  2.0049
2015      19    6900.000    44.519958919    11.646817782       49.9870    2.3666    6  2.2477  2.0094
2015      19    6930.000    44.519958919    11.646817777       49.9868    2.3662    7  1.8742  1.7203
2015      19    6960.000    44.519958922    11.646817774       49.9864    2.3660    6  2.1544  1.9570
2015      19    6990.000    44.519958925    11.646817765       49.9857    2.3666    6  2.1508  1.9535
2015      19    7020.000    44.519958928    11.646817763       49.9854    2.3663    7  1.8790  1.7237
2015      19    7050.000    44.519958929    11.646817760       49.9852    2.3669    7  1.8805  1.7248
2015      19    7080.000    44.519958935    11.646817747       49.9840    2.3674    7  1.8820  1.7258
2015      19    7110.000    44.519958940    11.646817735       49.9828    2.3680    7  1.8834  1.7268
2015      19    7140.000    44.519958943    11.646817725       49.9818    2.3694    7  1.8848  1.7278
2015      19    7170.000    44.519958947    11.646817711       49.9805    2.3701    7  1.8862  1.7287
2015      19    7200.000    44.519958949    11.646817706       49.9799    2.3704    7  1.8875  1.7296
2015      19    7230.000    44.519958950    11.646817704       49.9797    2.3705    7  1.8888  1.7304
2015      19    7260.000    44.519958954    11.646817693       49.9789    2.3706    7  1.8900  1.7312
2015      19    7290.000    44.519958956    11.646817683       49.9781    2.3707    7  1.8912  1.7320
2015      19    7320.000    44.519958953    11.646817688       49.9786    2.3722    7  1.8923  1.7327
2015      19    7350.000    44.519958955    11.646817686       49.9781    2.3721    7  1.8934  1.7334
2015      19    7380.000    44.519958953    11.646817695       49.9787    2.3718    7  1.8945  1.7341
2015      19    7410.000    44.519958949    11.646817709       49.9797    2.3719    7  1.8955  1.7347
2015      19    7440.000    44.519958944    11.646817722       49.9806    2.3713    6  2.0970  1.9031
2015      19    7470.000    44.519958943    11.646817722       49.9808    2.3716    6  2.0936  1.8999
2015      19    7500.000    44.519958941    11.646817729       49.9813    2.3723    7  1.8982  1.7362
2015      19    7530.000    44.519958938    11.646817733       49.9817    2.3731    7  1.8990  1.7367
2015      19    7560.000    44.519958936    11.646817739       49.9823    2.3734    7  1.8997  1.7371
2015      19    7590.000    44.519958929    11.646817759       49.9840    2.3737    7  1.9004  1.7374
2015      19    7620.000    44.519958926    11.646817770       49.9853    2.3737    7  1.9011  1.7377
2015      19    7650.000    44.519958919    11.646817790       49.9869    2.3746    7  1.9017  1.7380
2015      19    7680.000    44.519958916    11.646817799       49.9878    2.3747    7  1.9023  1.7382
2015      19    7710.000    44.519958912    11.646817809       49.9887    2.3749    7  1.9028  1.7384
2015      19    7740.000    44.519958908    11.646817822       49.9900    2.3748    7  1.9032  1.7386
2015      19    7770.000    44.519958905    11.646817834       49.9911    2.3743    7  1.9036  1.7386
2015      19    7800.000    44.519958899    11.646817851       49.9927    2.3744    7  1.9040  1.7387
2015      19    7830.000    44.519958896    11.646817858       49.9933    2.3737    7  1.9043  1.7387
2015      19    7860.000    44.519958894    11.646817860       49.9937    2.3742    7  1.9046  1.7387
2015      19    7890.000    44.519958895    11.646817858       49.9934    2.3741    6  2.4091  2.1333
2015      19    7920.000    44.519958892    11.646817862       49.9939    2.3747    6  2.4124  2.1358
2015      19    7950.000    44.519958891    11.646817860       49.9939    2.3742    6  2.4156  2.1382
2015      19    7980.000    44.519958895    11.646817850       49.9930    2.3742    6  2.4187  2.1404
2015      19    8010.000    44.519958899    11.646817836       49.9919    2.3747    7  1.9050  1.7378
2015      19    8040.000    44.519958903    11.646817827       49.9909    2.3744    7  1.9050  1.7375
2015      19    8070.000    44.519958902    11.646817828       49.9908    2.3737    7  1.9049  1.7371
2015      19    8100.000    44.519958902    11.646817830       49.9909    2.3732    7  1.9047  1.7367
2015      19    8130.000    44.519958902    11.646817827       49.9907    2.3731    7  1.9045  1.7363
2015      19    8160.000    44.519958901    11.646817832       49.9911    2.3722    7  1.9042  1.7358
2015      19    8190.000    44.519958899    11.646817839       49.9915    2.3719    7  1.9039  1.7353
2015      19    8220.000    44.519958895    11.646817848       49.9925    2.3708    7  1.9035  1.7347
2015      19    8250.000    44.519958894    11.646817855       49.9929    2.3699    7  1.9031  1.7341
2015      19    8280.000    44.519958893    11.646817860       49.9934    2.3688    7  1.9026  1.7334
2015      19    8310.000    44.519958892    11.646817864       49.9940    2.3675    7  1.9021  1.7327
2015      19    8340.000    44.519958891    11.646817871       49.9947    2.3666    7  1.9015  1.7320
2015      19    8370.000    44.519958889    11.646817877       49.9953    2.3658    7  1.9009  1.7312
2015      19    8400.000    44.519958888    11.646817882       49.9960    2.3650    7  1.9002  1.7304
2015      19    8430.000    44.519958888    11.646817885       49.9964    2.3643    7  1.8995  1.7295
2015      19    8460.000    44.519958887    11.646817891       49.9969    2.3639    7  1.8987  1.7286
2015      19    8490.000    44.519958893    11.646817878       49.9957    2.3646    7  1.8979  1.7277
2015      19    8520.000    44.519958895    11.646817876       49.9955    2.3645    7  1.8970  1.7267
2015      19    8550.000    44.519958899    11.646817864       49.9944    2.3658    7  1.8961  1.7257
2015      19    8580.000    44.519958904    11.646817850       49.9931    2.3666    7  1.8951  1.7246
2015      19    8610.000    44.519958907    11.646817841       49.9923    2.3668    7  1.8941  1.7235
2015      19    8640.000    44.519958913    11.646817823       49.9907    2.3684    7  1.8931  1.7224
2015      19    8670.000    44.519958914    11.646817820       49.9908    2.3674    8  1.8123  1.6504
2015      19    8700.000    44.519958915    11.646817814       49.9903    2.3678    8  1.8091  1.6476
2015      19    8730.000    44.519958915    11.646817811       49.9900    2.3680    8  1.8059  1.6447
2015      19    8760.000    44.519958915    11.646817811       49.9901    2.3684    8  1.8026  1.6418
2015      19    8790.000    44.519958913    11.646817813       49.9906    2.3682    8  1.7992  1.6388
2015      19    8820.000    44.519958912    11.646817817       49.9910    2.3684    8  1.7957  1.6357
2015      19    8850.000    44.519958909    11.646817823       49.9917    2.3685    8  1.7922  1.6326
2015      19    8880.000    44.519958906    11.646817832       49.9926    2.3682    8  1.7886  1.6294
2015      19    8910.000    44.519958901    11.646817841       49.9935    2.3690    8  1.7849  1.6261
2015      19    8940.000    44.519958898    11.646817849       49.9944    2.3685    8  1.7812  1.6228
2015      19    8970.000    44.519958894    11.646817854       49.9951    2.3690    8  1.7774  1.6195
2015      19    9000.000    44.519958891    11.646817859       49.9958    2.3697    8  1.7735  1.6161
2015      19    9030.000    44.519958888    11.646817864       49.9964    2.3697    8  1.7696  1.6126
2015      19    9060.000    44.519958887    11.646817866       49.9964    2.3706    8  1.7656  1.6091
2015      19    9090.000    44.519958887    11.646817864       49.9962    2.3707    8  1.7616  1.6055
2015      19    9120.000    44.519958888    11.646817857       49.9956    2.3711    7  2.3816  2.1198
2015      19    9150.000    44.519958889    11.646817852       49.9951    2.3714    7  2.3822  2.1203
2015      19    9180.000    44.519958888    11.646817847       49.9950    2.3714    7  2.3828  2.1208
2015      19    9210.000    44.519958890    11.646817838       49.9941    2.3720    7  2.3834  2.1212
2015      19    9240.000    44.519958890    11.646817834       49.9939    2.3723    7  2.3839  2.1216
2015      19    9270.000    44.519958890    11.646817832       49.9936    2.3721    7  2.3843  2.1220
